Time,Open,High,Low,Close,Volume,ATR,CC,Top,Btm,Buy,Sell,ODR,Trend,WM,Band,last_pivot
2022-03-17 08:00:00,9.251,9.251,7.17,8.531,74927788.0,2.0809999999999995,0.5317078888758644,0,1,0,0,0,-1.0,0.0,0.0,8.531
2022-03-18 08:00:00,8.53,17.298,8.516,13.067,492575757.0,5.431499999999999,0.5317078888758644,1,0,1,0,0,1.0,13.067,6.0,13.067
2022-03-19 08:00:00,13.068,14.655,11.42,11.736,171212188.0,4.699333333333333,-0.10185964643759082,0,0,0,1,0,2.0,11.736,1.0,13.067
2022-03-20 08:00:00,11.737,11.958,9.505,9.634,156238531.0,4.137749999999999,-0.17910702113156107,0,0,0,0,0,2.0,9.634,1.0,13.067
2022-03-21 08:00:00,9.637,10.998,9.579,10.521,141974599.0,3.5939999999999985,0.0920697529582728,0,0,0,0,0,1.0,10.521,6.0,13.067
2022-03-22 08:00:00,10.518,12.582,10.219,12.209,148180818.0,3.388833333333332,0.16044102271647165,0,0,0,0,0,1.0,12.209,6.0,13.067
2022-03-23 08:00:00,12.212,13.5,11.5,13.305,134815379.0,3.19042857142857,0.08976984191989512,0,0,0,0,0,1.0,13.305,6.0,13.067
2022-03-24 08:00:00,13.307,14.444,12.726,12.9,118091815.0,3.006374999999999,-0.030439684329199523,0,0,0,0,0,2.0,12.9,1.0,13.067
2022-03-25 08:00:00,12.9,13.706,12.205,12.388,70963685.0,2.8391111111111105,-0.0396899224806202,0,0,0,0,0,2.0,12.388,1.0,13.067
2022-03-26 08:00:00,12.39,14.25,12.36,13.827,74035467.0,2.7441999999999993,0.1161608007749435,0,0,0,0,0,1.0,13.827,6.0,13.067
2022-03-27 08:00:00,13.824,14.357,13.29,14.267,59400977.0,2.591727272727272,0.03182179793158313,1,0,0,0,0,1.0,14.267,6.0,14.267
2022-03-28 08:00:00,14.267,15.562,13.779,14.02,72793518.0,2.524333333333333,-0.017312679610289483,0,0,0,1,0,2.0,14.02,1.0,14.267
2022-03-29 08:00:00,14.02,14.569,13.313,13.603,47326795.0,2.4267692307692306,-0.029743223965763232,0,0,0,0,0,2.0,13.603,1.0,14.267
2022-03-30 08:00:00,13.603,14.592,13.033,14.203,53814349.0,2.364785714285714,0.04410791737116804,0,0,0,0,0,1.0,14.203,6.0,14.267
2022-03-31 08:00:00,14.203,14.394,12.374,12.701,44762025.0,2.3417999999999997,-0.10575230585087647,0,0,0,0,0,2.0,12.701,1.0,14.267
2022-04-01 08:00:00,12.703,13.6,12.235,12.828,35700674.0,2.28075,0.009999212660420254,0,0,0,0,0,1.0,12.828,6.0,14.267
2022-04-02 08:00:00,12.828,13.833,12.35,12.427,41330794.0,2.2338235294117643,-0.03125974430932332,0,0,0,0,0,2.0,12.427,1.0,14.267
2022-04-03 08:00:00,12.427,12.926,11.852,12.389,33474499.0,2.1693888888888884,-0.003057857890078064,0,0,0,0,0,2.0,12.389,1.0,14.267
2022-04-04 08:00:00,12.39,12.451,11.114,11.93,32920019.0,2.125578947368421,-0.03704899507627735,0,0,0,0,0,2.0,11.93,1.0,14.267
2022-04-05 08:00:00,11.93,12.8,11.51,11.632,39910220.0,2.0837999999999997,-0.02497904442581722,0,0,0,0,0,2.0,11.632,1.0,14.267
2022-04-06 08:00:00,11.634,12.04,10.501,10.658,41860432.0,2.057857142857143,-0.08373452544704263,0,1,0,0,0,2.0,10.658,1.0,10.658
