Time,Open,High,Low,Close,Volume,ATR,CC,Top,Btm,Buy,Sell,ODR,Trend,WM,Band,last_pivot
2023-05-24 08:00:00,0.007328,0.007503,0.0065,0.006724,2362269222.0,0.0010030000000000004,0.017549077929803758,0,0,0,0,0,-1.0,0.0,0.0,0.006724
2023-05-25 08:00:00,0.00673,0.007166,0.006247,0.006842,5635174212.0,0.000961,0.017549077929803758,0,0,0,0,0,-1.0,0.0,0.0,0.006724
2023-05-26 08:00:00,0.006842,0.007181,0.006259,0.006286,4319830168.0,0.0009480000000000001,-0.08126278865828707,0,1,0,0,0,-1.0,0.0,0.0,0.006286
2023-05-27 08:00:00,0.006285,0.0075,0.00621,0.007369,10269588509.0,0.0010335,0.17228762328985048,0,0,1,0,0,1.0,0.007369,6.0,0.006286
2023-05-28 08:00:00,0.007371,0.0077,0.006685,0.007202,11390949889.0,0.0010298,-0.022662505088885787,0,0,0,0,0,2.0,0.007202,1.0,0.006286
2023-05-29 08:00:00,0.007204,0.007281,0.006912,0.007009,3937955180.0,0.0009196666666666667,-0.02679811163565682,0,0,0,0,0,2.0,0.007009,1.0,0.006286
2023-05-30 08:00:00,0.007009,0.008477,0.006768,0.008394,6456642278.0,0.0010324285714285715,0.19760308175203334,0,0,0,0,0,1.0,0.008394,6.0,0.006286
2023-05-31 08:00:00,0.008395,0.0087,0.007387,0.008109,30244987675.0,0.0010674999999999999,-0.03395282344531814,0,0,0,0,0,2.0,0.008109,1.0,0.006286
2023-06-01 08:00:00,0.008113,0.01058,0.008019,0.009912,64945768884.0,0.0012334444444444443,0.22234554199038126,1,0,0,0,0,1.0,0.009912,6.0,0.009912
2023-06-02 08:00:00,0.009909,0.010482,0.008708,0.008898,42627618763.0,0.0012875,-0.10230024213075073,0,0,0,1,0,2.0,0.008898,1.0,0.009912
2023-06-03 08:00:00,0.008898,0.008898,0.007827,0.008052,13374203516.0,0.0012678181818181816,-0.09507754551584624,0,0,0,0,0,2.0,0.008052,1.0,0.009912
2023-06-04 08:00:00,0.008053,0.008094,0.00751,0.007768,8479128847.0,0.001210833333333333,-0.035270740188773075,0,0,0,0,0,2.0,0.007768,1.0,0.009912
2023-06-05 08:00:00,0.007768,0.008119,0.006524,0.007472,9661766764.0,0.0012403846153846152,-0.03810504634397516,0,0,0,0,1,2.0,0.007472,1.0,0.009912
2023-06-06 08:00:00,0.007472,0.007688,0.006972,0.007543,5646439448.0,0.0012029285714285714,0.00950214132762306,0,0,0,0,0,1.0,0.007543,6.0,0.009912
2023-06-07 08:00:00,0.007544,0.007692,0.006406,0.006437,5753776031.0,0.0012084666666666666,-0.14662601087100624,0,0,0,0,1,2.0,0.006437,1.0,0.009912
2023-06-08 08:00:00,0.006437,0.006458,0.005841,0.00617,8378517676.0,0.0011714999999999998,-0.04147894982134537,0,0,0,0,0,2.0,0.00617,1.0,0.009912
2023-06-09 08:00:00,0.006171,0.006178,0.005808,0.005986,3762420944.0,0.0011243529411764704,-0.029821717990275554,0,0,0,0,0,2.0,0.005986,1.0,0.009912
2023-06-10 08:00:00,0.005986,0.005987,0.0045,0.005221,11240229226.0,0.0011445000000000001,-0.12779819579017704,0,1,0,0,0,2.0,0.005221,1.0,0.005221
2023-06-11 08:00:00,0.005221,0.00556,0.005037,0.005339,13249928538.0,0.0011117894736842105,0.022601034284619903,0,0,1,0,0,1.0,0.005339,6.0,0.005221
2023-06-12 08:00:00,0.005341,0.006566,0.005254,0.006246,18942776478.0,0.0011218,0.169882000374602,1,0,0,0,0,1.0,0.006246,6.0,0.006246
2023-06-13 08:00:00,0.006245,0.0065,0.005849,0.006028,17586074280.0,0.0010993809523809524,-0.03490233749599736,0,0,0,1,0,2.0,0.006028,1.0,0.006246
2023-06-14 08:00:00,0.006028,0.006316,0.005663,0.005811,10001347171.0,0.001079090909090909,-0.0359986728599867,0,0,0,0,0,2.0,0.005811,1.0,0.006246
2023-06-15 08:00:00,0.005811,0.006267,0.005786,0.006108,7322703239.0,0.0010530869565217392,0.05110996386164168,0,0,0,0,0,1.0,0.006108,6.0,0.006246
2023-06-16 08:00:00,0.006108,0.006318,0.005906,0.006162,5383256595.0,0.001026375,0.008840864440078589,0,0,0,0,0,1.0,0.006162,6.0,0.006246
2023-06-17 08:00:00,0.006163,0.006517,0.00598,0.006276,6581933258.0,0.0010068,0.01850048685491723,0,0,0,0,0,1.0,0.006276,6.0,0.006246
2023-06-18 08:00:00,0.006277,0.006285,0.00585,0.005997,4498173272.0,0.0009848076923076922,-0.04445506692160617,0,0,0,0,0,2.0,0.005997,1.0,0.006246
2023-06-19 08:00:00,0.005996,0.006163,0.005915,0.006109,2906756038.0,0.0009575185185185182,0.0186760046690011,0,0,0,0,0,1.0,0.006109,6.0,0.006246
2023-06-20 08:00:00,0.00611,0.006309,0.005846,0.006253,3875381246.0,0.0009398571428571427,0.023571779341954535,0,0,0,0,0,1.0,0.006253,6.0,0.006246
2023-06-21 08:00:00,0.006253,0.006575,0.006209,0.006436,5061179058.0,0.0009200689655172413,0.029265952342875323,0,0,0,0,0,1.0,0.006436,6.0,0.006246
2023-06-22 08:00:00,0.006436,0.0073,0.006252,0.006801,10043006911.0,0.0009243333333333332,0.05671224362958349,1,0,0,0,0,1.0,0.006801,6.0,0.006801
2023-06-23 08:00:00,0.006802,0.006922,0.006404,0.00672,4977762882.0,0.0009112258064516128,-0.01191001323334795,0,0,0,1,0,2.0,0.00672,1.0,0.006801
2023-06-24 08:00:00,0.006718,0.006732,0.006,0.006204,3670456801.0,0.000905625,-0.07678571428571423,0,0,0,0,0,2.0,0.006204,1.0,0.006801
2023-06-25 08:00:00,0.006205,0.006489,0.006144,0.006286,2460149814.0,0.0008886363636363636,0.013217279174725816,0,0,0,0,0,1.0,0.006286,6.0,0.006801
2023-06-26 08:00:00,0.006287,0.006523,0.00602,0.006167,4559154455.0,0.0008772941176470587,-0.018930957683741645,0,0,0,0,0,2.0,0.006167,1.0,0.006801
2023-06-27 08:00:00,0.006166,0.006342,0.006134,0.006246,2145956571.0,0.0008581714285714285,0.012810118371979984,0,0,0,0,0,1.0,0.006246,6.0,0.006801
2023-06-28 08:00:00,0.006246,0.006259,0.005415,0.005818,2903779443.0,0.0008577777777777777,-0.06852385526737104,0,1,0,0,0,2.0,0.005818,1.0,0.005818
2023-06-29 08:00:00,0.005819,0.006121,0.005762,0.005934,3063373592.0,0.0008442972972972972,0.019938123066345792,0,0,1,0,0,1.0,0.005934,6.0,0.005818
2023-06-30 08:00:00,0.005935,0.006142,0.005498,0.006057,3134171021.0,0.0008390263157894735,0.020728008088978678,0,0,0,0,0,1.0,0.006057,6.0,0.005818
2023-07-01 08:00:00,0.006059,0.006437,0.006027,0.006252,2527541825.0,0.0008280256410256409,0.032194155522535794,1,0,0,0,0,1.0,0.006252,6.0,0.006252
2023-07-02 08:00:00,0.006253,0.006271,0.005926,0.006038,1856713991.0,0.0008159499999999999,-0.03422904670505433,0,0,0,1,0,2.0,0.006038,1.0,0.006252
2023-07-03 08:00:00,0.006038,0.006259,0.005948,0.006188,4221852139.0,0.0008033262499999998,0.02484266313348793,0,0,0,0,0,1.0,0.006188,6.0,0.006252
2023-07-04 08:00:00,0.006189,0.006256,0.005941,0.006111,2144195791.0,0.0007911180937499998,-0.012443438914027105,0,0,0,0,0,2.0,0.006111,1.0,0.006252
2023-07-05 08:00:00,0.006112,0.006407,0.005881,0.006121,3905287630.0,0.0007844901414062498,0.0016363933889707027,0,0,0,0,0,2.0,0.006111,2.0,0.006252
2023-07-06 08:00:00,0.006126,0.006258,0.0058,0.005809,2786509532.0,0.0007763278878710935,-0.050972063388335154,0,1,0,0,0,2.0,0.005809,1.0,0.005809
2023-07-07 08:00:00,0.005809,0.005972,0.005634,0.005902,1863965528.0,0.0007653696906743161,0.016009640213461962,0,0,1,0,0,1.0,0.005902,6.0,0.005809
2023-07-08 08:00:00,0.005903,0.006015,0.005868,0.006003,1294920540.0,0.0007499104484074582,0.017112843104032383,0,0,0,0,0,1.0,0.006003,6.0,0.005809
2023-07-09 08:00:00,0.006003,0.006154,0.0059,0.005935,1608933241.0,0.0007375126871972717,-0.011327669498583992,0,0,0,0,0,2.0,0.005935,1.0,0.005809
2023-07-10 08:00:00,0.005935,0.006045,0.00574,0.005938,1569902160.0,0.0007266998700173399,0.0005054759898903693,0,0,0,0,0,2.0,0.005935,1.0,0.005809
2023-07-11 08:00:00,0.005939,0.006014,0.005859,0.005969,865407778.0,0.0007124073732669064,0.005220613001010621,0,0,0,0,0,1.0,0.005969,6.0,0.005809
2023-07-12 08:00:00,0.00597,0.00607,0.005836,0.005942,1052131436.0,0.0007004471889352338,-0.004523370748869215,0,0,0,0,0,2.0,0.005942,1.0,0.005809
2023-07-13 08:00:00,0.005941,0.006227,0.00587,0.006215,1545722051.0,0.000691861009211853,0.04594412655671487,1,0,0,0,0,1.0,0.006215,6.0,0.006215
2023-07-14 08:00:00,0.006214,0.006346,0.005882,0.006034,2006442460.0,0.0006861644839815566,-0.02912308930008045,0,0,0,1,0,2.0,0.006034,1.0,0.006215
2023-07-15 08:00:00,0.006036,0.00605,0.005911,0.006045,940568820.0,0.0006724853718820177,0.0018230029830956784,0,0,0,0,0,2.0,0.006034,3.0,0.006215
2023-07-16 08:00:00,0.006045,0.006088,0.005736,0.005768,1274128438.0,0.0006644732375849673,-0.04582299421009106,0,0,0,0,1,2.0,0.005768,1.0,0.006215
2023-07-17 08:00:00,0.005771,0.005866,0.005604,0.005781,1342378985.0,0.0006544114066453431,0.002253814147018085,0,0,0,0,0,2.0,0.005768,3.0,0.006215
2023-07-18 08:00:00,0.005782,0.005839,0.005439,0.005621,1042809082.0,0.0006480511214792095,-0.027676872513405892,0,0,0,0,0,2.0,0.005621,1.0,0.006215
2023-07-19 08:00:00,0.00562,0.005711,0.005554,0.005564,815518936.0,0.0006357748434422292,-0.010140544387119643,0,0,0,0,0,2.0,0.005564,1.0,0.006215
2023-07-20 08:00:00,0.005567,0.005697,0.005357,0.005461,1075740906.0,0.0006283804723561735,-0.01851186196980603,0,0,0,0,0,2.0,0.005461,1.0,0.006215
2023-07-21 08:00:00,0.005463,0.005518,0.00539,0.005451,843007813.0,0.0006158709605472691,-0.0018311664530304972,0,0,0,0,0,2.0,0.005451,1.0,0.006215
2023-07-22 08:00:00,0.00545,0.005544,0.005283,0.005368,660661017.0,0.0006069991865335874,-0.015226563933223192,0,0,0,0,0,2.0,0.005368,1.0,0.006215
2023-07-23 08:00:00,0.005368,0.00647,0.005334,0.005673,16328649377.0,0.0006202242068702477,0.05681818181818166,1,0,0,0,0,1.0,0.005673,6.0,0.005673
2023-07-24 08:00:00,0.005672,0.006018,0.004942,0.00514,23263893607.0,0.0006316186016984915,-0.09395381632293331,0,0,0,1,0,2.0,0.00514,1.0,0.005673
2023-07-25 08:00:00,0.00514,0.005419,0.00508,0.005104,4762752197.0,0.0006243031366560293,-0.007003891050583522,0,1,0,0,0,2.0,0.005104,1.0,0.005104
