date,price,volume,market_cap,daily_return,asset
2024-03-26,69938.94530200244,44820310272.647514,1371797489739.3416,,bitcoin
2024-03-27,70082.05122475982,36257324508.56845,1375728580463.2524,0.0020461550019010843,bitcoin
2024-03-28,69435.75040305211,41441040887.822266,1360261687784.1018,-0.0092220591494242,bitcoin
2024-03-29,70710.19534863312,30455289338.47621,1390869723348.0437,0.01835430506883373,bitcoin
2024-03-30,69919.05546148612,25785951735.485695,1374646886107.8396,-0.011188483969621688,bitcoin
2024-03-31,69702.3087473573,16408802301.837431,1370247487960.0945,-0.003099966278123034,bitcoin
2024-04-01,71246.95144060145,19723005998.21497,1401370211582.3662,0.022160567146245702,bitcoin
2024-04-02,69785.92503802372,36040088988.53872,1373784286061.3486,-0.020506511128350335,bitcoin
2024-04-03,65440.41922587159,45161133992.09071,1288360536576.547,-0.062269086635799775,bitcoin
2024-04-04,66123.938539074,35559952961.797325,1301670235623.7266,0.010444910367141791,bitcoin
2024-04-05,68542.17715279506,37516850709.63811,1348455954443.3696,0.036571303330518834,bitcoin
2024-04-06,67978.61023408506,35132808695.80448,1337452583876.3916,-0.008222191679929991,bitcoin
2024-04-07,69000.6499164776,19119438138.850826,1358548956714.7139,0.015034724582823067,bitcoin
2024-04-08,69401.97360911008,17935478429.01022,1367272232852.0764,0.005816230616932705,bitcoin
2024-04-09,71624.18486236996,33111949671.02105,1410324678268.6392,0.03201942448749295,bitcoin
2024-04-10,69158.64381207665,36488482038.859055,1361830648708.6648,-0.034423303455822785,bitcoin
2024-04-11,70527.88997578963,38378062633.13138,1387722485989.3584,0.019798626581423395,bitcoin
2024-04-12,70106.66413070948,30118549149.510498,1379324055321.196,-0.005972471957189418,bitcoin
2024-04-13,67252.10504226631,43471949726.09197,1321648247460.1611,-0.04071737150581045,bitcoin
2024-04-14,64404.82548907413,49214481480.20075,1270009515097.3306,-0.04233740418092091,bitcoin
2024-04-15,65752.66004728881,40292911692.95434,1293286386553.3967,0.02092753994719443,bitcoin
2024-04-16,63430.5714573684,42796604938.03423,1247928896840.997,-0.03531550796956928,bitcoin
2024-04-17,63720.501587480736,42157169474.39519,1253670904297.4917,0.004570826392557237,bitcoin
2024-04-18,61328.89798860725,41123362075.93534,1207185042484.4346,-0.037532717717077224,bitcoin
2024-04-19,63461.592695107174,35901618166.42319,1249565911947.3347,0.03477471104887786,bitcoin
2024-04-20,63988.818471785664,52227787323.81757,1263308149913.607,0.008307793017604759,bitcoin
2024-04-21,64894.41869109179,16601830590.687477,1277940837359.7852,0.014152476025251604,bitcoin
2024-04-22,64936.4207567739,19592118541.18973,1279763566407.3762,0.0006472369508701004,bitcoin
2024-04-23,66841.66685207361,27748586313.20611,1317058642854.2856,0.029340177254856936,bitcoin
2024-04-24,66406.95244392671,23232230785.201836,1306843409278.049,-0.006503644038515111,bitcoin
2024-04-25,64279.51812857524,30939903322.025898,1265541377860.928,-0.032036319045778416,bitcoin
2024-04-26,64486.183359158975,24705345525.57077,1269387456067.624,0.003215102362316369,bitcoin
2024-04-27,63802.330049258766,23302057197.884678,1255539337969.4697,-0.010604648535197936,bitcoin
2024-04-28,63517.248743409626,19190483386.063873,1249495302303.4912,-0.004468195842205813,bitcoin
2024-04-29,63030.433616681854,16180294651.046635,1240724751365.882,-0.007664298066409558,bitcoin
