realtime_start,realtime_end,date,value
2025-03-27,2025-03-27,2024-04-17,5022.21
2025-03-27,2025-03-27,2024-04-18,5011.12
2025-03-27,2025-03-27,2024-04-19,4967.23
2025-03-27,2025-03-27,2024-04-22,5010.6
2025-03-27,2025-03-27,2024-04-23,5070.55
2025-03-27,2025-03-27,2024-04-24,5071.63
2025-03-27,2025-03-27,2024-04-25,5048.42
2025-03-27,2025-03-27,2024-04-26,5099.96
2025-03-27,2025-03-27,2024-04-29,5116.17
2025-03-27,2025-03-27,2024-04-30,5035.69
2025-03-27,2025-03-27,2024-05-01,5018.39
2025-03-27,2025-03-27,2024-05-02,5064.2
2025-03-27,2025-03-27,2024-05-03,5127.79
2025-03-27,2025-03-27,2024-05-06,5180.74
2025-03-27,2025-03-27,2024-05-07,5187.7
2025-03-27,2025-03-27,2024-05-08,5187.67
2025-03-27,2025-03-27,2024-05-09,5214.08
2025-03-27,2025-03-27,2024-05-10,5222.68
2025-03-27,2025-03-27,2024-05-13,5221.42
2025-03-27,2025-03-27,2024-05-14,5246.68
2025-03-27,2025-03-27,2024-05-15,5308.15
2025-03-27,2025-03-27,2024-05-16,5297.1
2025-03-27,2025-03-27,2024-05-17,5303.27
2025-03-27,2025-03-27,2024-05-20,5308.13
2025-03-27,2025-03-27,2024-05-21,5321.41
2025-03-27,2025-03-27,2024-05-22,5307.01
2025-03-27,2025-03-27,2024-05-23,5267.84
2025-03-27,2025-03-27,2024-05-24,5304.72
2025-03-27,2025-03-27,2024-05-27,
2025-03-27,2025-03-27,2024-05-28,5306.04
2025-03-27,2025-03-27,2024-05-29,5266.95
2025-03-27,2025-03-27,2024-05-30,5235.48
2025-03-27,2025-03-27,2024-05-31,5277.51
2025-03-27,2025-03-27,2024-06-03,5283.4
2025-03-27,2025-03-27,2024-06-04,5291.34
2025-03-27,2025-03-27,2024-06-05,5354.03
2025-03-27,2025-03-27,2024-06-06,5352.96
2025-03-27,2025-03-27,2024-06-07,5346.99
2025-03-27,2025-03-27,2024-06-10,5360.79
2025-03-27,2025-03-27,2024-06-11,5375.32
2025-03-27,2025-03-27,2024-06-12,5421.03
2025-03-27,2025-03-27,2024-06-13,5433.74
2025-03-27,2025-03-27,2024-06-14,5431.6
2025-03-27,2025-03-27,2024-06-17,5473.23
2025-03-27,2025-03-27,2024-06-18,5487.03
2025-03-27,2025-03-27,2024-06-19,
2025-03-27,2025-03-27,2024-06-20,5473.17
2025-03-27,2025-03-27,2024-06-21,5464.62
2025-03-27,2025-03-27,2024-06-24,5447.87
2025-03-27,2025-03-27,2024-06-25,5469.3
2025-03-27,2025-03-27,2024-06-26,5477.9
2025-03-27,2025-03-27,2024-06-27,5482.87
2025-03-27,2025-03-27,2024-06-28,5460.48
2025-03-27,2025-03-27,2024-07-01,5475.09
2025-03-27,2025-03-27,2024-07-02,5509.01
2025-03-27,2025-03-27,2024-07-03,5537.02
2025-03-27,2025-03-27,2024-07-04,
2025-03-27,2025-03-27,2024-07-05,5567.19
2025-03-27,2025-03-27,2024-07-08,5572.85
2025-03-27,2025-03-27,2024-07-09,5576.98
2025-03-27,2025-03-27,2024-07-10,5633.91
2025-03-27,2025-03-27,2024-07-11,5584.54
2025-03-27,2025-03-27,2024-07-12,5615.35
2025-03-27,2025-03-27,2024-07-15,5631.22
2025-03-27,2025-03-27,2024-07-16,5667.2
2025-03-27,2025-03-27,2024-07-17,5588.27
2025-03-27,2025-03-27,2024-07-18,5544.59
2025-03-27,2025-03-27,2024-07-19,5505.0
2025-03-27,2025-03-27,2024-07-22,5564.41
2025-03-27,2025-03-27,2024-07-23,5555.74
2025-03-27,2025-03-27,2024-07-24,5427.13
2025-03-27,2025-03-27,2024-07-25,5399.22
2025-03-27,2025-03-27,2024-07-26,5459.1
2025-03-27,2025-03-27,2024-07-29,5463.54
2025-03-27,2025-03-27,2024-07-30,5436.44
2025-03-27,2025-03-27,2024-07-31,5522.3
2025-03-27,2025-03-27,2024-08-01,5446.68
2025-03-27,2025-03-27,2024-08-02,5346.56
2025-03-27,2025-03-27,2024-08-05,5186.33
2025-03-27,2025-03-27,2024-08-06,5240.03
2025-03-27,2025-03-27,2024-08-07,5199.5
2025-03-27,2025-03-27,2024-08-08,5319.31
2025-03-27,2025-03-27,2024-08-09,5344.16
2025-03-27,2025-03-27,2024-08-12,5344.39
2025-03-27,2025-03-27,2024-08-13,5434.43
2025-03-27,2025-03-27,2024-08-14,5455.21
2025-03-27,2025-03-27,2024-08-15,5543.22
2025-03-27,2025-03-27,2024-08-16,5554.25
2025-03-27,2025-03-27,2024-08-19,5608.25
2025-03-27,2025-03-27,2024-08-20,5597.12
2025-03-27,2025-03-27,2024-08-21,5620.85
2025-03-27,2025-03-27,2024-08-22,5570.64
2025-03-27,2025-03-27,2024-08-23,5634.61
2025-03-27,2025-03-27,2024-08-26,5616.84
2025-03-27,2025-03-27,2024-08-27,5625.8
2025-03-27,2025-03-27,2024-08-28,5592.18
2025-03-27,2025-03-27,2024-08-29,5591.96
2025-03-27,2025-03-27,2024-08-30,5648.4
2025-03-27,2025-03-27,2024-09-02,
2025-03-27,2025-03-27,2024-09-03,5528.93
2025-03-27,2025-03-27,2024-09-04,5520.07
2025-03-27,2025-03-27,2024-09-05,5503.41
2025-03-27,2025-03-27,2024-09-06,5408.42
2025-03-27,2025-03-27,2024-09-09,5471.05
2025-03-27,2025-03-27,2024-09-10,5495.52
2025-03-27,2025-03-27,2024-09-11,5554.13
2025-03-27,2025-03-27,2024-09-12,5595.76
2025-03-27,2025-03-27,2024-09-13,5626.02
2025-03-27,2025-03-27,2024-09-16,5633.09
2025-03-27,2025-03-27,2024-09-17,5634.58
2025-03-27,2025-03-27,2024-09-18,5618.26
2025-03-27,2025-03-27,2024-09-19,5713.64
2025-03-27,2025-03-27,2024-09-20,5702.55
2025-03-27,2025-03-27,2024-09-23,5718.57
2025-03-27,2025-03-27,2024-09-24,5732.93
2025-03-27,2025-03-27,2024-09-25,5722.26
2025-03-27,2025-03-27,2024-09-26,5745.37
2025-03-27,2025-03-27,2024-09-27,5738.17
2025-03-27,2025-03-27,2024-09-30,5762.48
2025-03-27,2025-03-27,2024-10-01,5708.75
2025-03-27,2025-03-27,2024-10-02,5709.54
2025-03-27,2025-03-27,2024-10-03,5699.94
2025-03-27,2025-03-27,2024-10-04,5751.07
2025-03-27,2025-03-27,2024-10-07,5695.94
2025-03-27,2025-03-27,2024-10-08,5751.13
2025-03-27,2025-03-27,2024-10-09,5792.04
2025-03-27,2025-03-27,2024-10-10,5780.05
2025-03-27,2025-03-27,2024-10-11,5815.03
2025-03-27,2025-03-27,2024-10-14,5859.85
2025-03-27,2025-03-27,2024-10-15,5815.26
2025-03-27,2025-03-27,2024-10-16,5842.47
2025-03-27,2025-03-27,2024-10-17,5841.47
2025-03-27,2025-03-27,2024-10-18,5864.67
2025-03-27,2025-03-27,2024-10-21,5853.98
2025-03-27,2025-03-27,2024-10-22,5851.2
2025-03-27,2025-03-27,2024-10-23,5797.42
2025-03-27,2025-03-27,2024-10-24,5809.86
2025-03-27,2025-03-27,2024-10-25,5808.12
2025-03-27,2025-03-27,2024-10-28,5823.52
2025-03-27,2025-03-27,2024-10-29,5832.92
2025-03-27,2025-03-27,2024-10-30,5813.67
2025-03-27,2025-03-27,2024-10-31,5705.45
2025-03-27,2025-03-27,2024-11-01,5728.8
2025-03-27,2025-03-27,2024-11-04,5712.69
2025-03-27,2025-03-27,2024-11-05,5782.76
2025-03-27,2025-03-27,2024-11-06,5929.04
2025-03-27,2025-03-27,2024-11-07,5973.1
2025-03-27,2025-03-27,2024-11-08,5995.54
2025-03-27,2025-03-27,2024-11-11,6001.35
2025-03-27,2025-03-27,2024-11-12,5983.99
2025-03-27,2025-03-27,2024-11-13,5985.38
2025-03-27,2025-03-27,2024-11-14,5949.17
2025-03-27,2025-03-27,2024-11-15,5870.62
2025-03-27,2025-03-27,2024-11-18,5893.62
2025-03-27,2025-03-27,2024-11-19,5916.98
2025-03-27,2025-03-27,2024-11-20,5917.11
2025-03-27,2025-03-27,2024-11-21,5948.71
2025-03-27,2025-03-27,2024-11-22,5969.34
2025-03-27,2025-03-27,2024-11-25,5987.37
2025-03-27,2025-03-27,2024-11-26,6021.63
2025-03-27,2025-03-27,2024-11-27,5998.74
2025-03-27,2025-03-27,2024-11-28,
2025-03-27,2025-03-27,2024-11-29,6032.38
2025-03-27,2025-03-27,2024-12-02,6047.15
2025-03-27,2025-03-27,2024-12-03,6049.88
2025-03-27,2025-03-27,2024-12-04,6086.49
2025-03-27,2025-03-27,2024-12-05,6075.11
2025-03-27,2025-03-27,2024-12-06,6090.27
2025-03-27,2025-03-27,2024-12-09,6052.85
2025-03-27,2025-03-27,2024-12-10,6034.91
2025-03-27,2025-03-27,2024-12-11,6084.19
2025-03-27,2025-03-27,2024-12-12,6051.25
2025-03-27,2025-03-27,2024-12-13,6051.09
2025-03-27,2025-03-27,2024-12-16,6074.08
2025-03-27,2025-03-27,2024-12-17,6050.61
2025-03-27,2025-03-27,2024-12-18,5872.16
2025-03-27,2025-03-27,2024-12-19,5867.08
2025-03-27,2025-03-27,2024-12-20,5930.85
2025-03-27,2025-03-27,2024-12-23,5974.07
2025-03-27,2025-03-27,2024-12-24,6040.04
2025-03-27,2025-03-27,2024-12-25,
2025-03-27,2025-03-27,2024-12-26,6037.59
2025-03-27,2025-03-27,2024-12-27,5970.84
2025-03-27,2025-03-27,2024-12-30,5906.94
2025-03-27,2025-03-27,2024-12-31,5881.63
2025-03-27,2025-03-27,2025-01-01,
2025-03-27,2025-03-27,2025-01-02,5868.55
2025-03-27,2025-03-27,2025-01-03,5942.47
2025-03-27,2025-03-27,2025-01-06,5975.38
2025-03-27,2025-03-27,2025-01-07,5909.03
2025-03-27,2025-03-27,2025-01-08,5918.25
2025-03-27,2025-03-27,2025-01-09,
2025-03-27,2025-03-27,2025-01-10,5827.04
2025-03-27,2025-03-27,2025-01-13,5836.22
2025-03-27,2025-03-27,2025-01-14,5842.91
2025-03-27,2025-03-27,2025-01-15,5949.91
2025-03-27,2025-03-27,2025-01-16,5937.34
2025-03-27,2025-03-27,2025-01-17,5996.66
2025-03-27,2025-03-27,2025-01-20,
2025-03-27,2025-03-27,2025-01-21,6049.24
2025-03-27,2025-03-27,2025-01-22,6086.37
2025-03-27,2025-03-27,2025-01-23,6118.71
2025-03-27,2025-03-27,2025-01-24,6101.24
2025-03-27,2025-03-27,2025-01-27,6012.28
2025-03-27,2025-03-27,2025-01-28,6067.7
2025-03-27,2025-03-27,2025-01-29,6039.31
2025-03-27,2025-03-27,2025-01-30,6071.17
2025-03-27,2025-03-27,2025-01-31,6040.53
2025-03-27,2025-03-27,2025-02-03,5994.57
2025-03-27,2025-03-27,2025-02-04,6037.88
2025-03-27,2025-03-27,2025-02-05,6061.48
2025-03-27,2025-03-27,2025-02-06,6083.57
2025-03-27,2025-03-27,2025-02-07,6025.99
2025-03-27,2025-03-27,2025-02-10,6066.44
2025-03-27,2025-03-27,2025-02-11,6068.5
2025-03-27,2025-03-27,2025-02-12,6051.97
2025-03-27,2025-03-27,2025-02-13,6115.07
2025-03-27,2025-03-27,2025-02-14,6114.63
2025-03-27,2025-03-27,2025-02-17,
2025-03-27,2025-03-27,2025-02-18,6129.58
2025-03-27,2025-03-27,2025-02-19,6144.15
2025-03-27,2025-03-27,2025-02-20,6117.52
2025-03-27,2025-03-27,2025-02-21,6013.13
2025-03-27,2025-03-27,2025-02-24,5983.25
2025-03-27,2025-03-27,2025-02-25,5955.25
2025-03-27,2025-03-27,2025-02-26,5956.06
2025-03-27,2025-03-27,2025-02-27,5861.57
2025-03-27,2025-03-27,2025-02-28,5954.5
2025-03-27,2025-03-27,2025-03-03,5849.72
2025-03-27,2025-03-27,2025-03-04,5778.15
2025-03-27,2025-03-27,2025-03-05,5842.63
2025-03-27,2025-03-27,2025-03-06,5738.52
2025-03-27,2025-03-27,2025-03-07,5770.2
2025-03-27,2025-03-27,2025-03-10,5614.56
2025-03-27,2025-03-27,2025-03-11,5572.07
2025-03-27,2025-03-27,2025-03-12,5599.3
2025-03-27,2025-03-27,2025-03-13,5521.52
2025-03-27,2025-03-27,2025-03-14,5638.94
2025-03-27,2025-03-27,2025-03-17,5675.12
2025-03-27,2025-03-27,2025-03-18,5614.66
2025-03-27,2025-03-27,2025-03-19,5675.29
2025-03-27,2025-03-27,2025-03-20,5662.89
2025-03-27,2025-03-27,2025-03-21,5667.56
2025-03-27,2025-03-27,2025-03-24,5767.57
